Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Sin_Estudio,Nivel_De_Educación_Básico,Nivel_De_Educación_Medio,Nivel_De_Educación_Alto,Nivel_de_educación,Año,Latitud ,Longitud
8,Fuencarral-El Pardo,88,El Goloso,240,1396,2842,7147,3,2020,40.55638538,-3.703303014
9,Moncloa-Aravaca,91,Casa de Campo,276,2585,2938,4973,3,2020,40.42071623,-3.755457443
9,Moncloa-Aravaca,92,Argüelles,300,3559,4690,11371,3,2020,40.42843437,-3.716990154
9,Moncloa-Aravaca,93,Ciudad Universitaria,175,1978,2754,7795,3,2020,40.46089498,-3.73758365
9,Moncloa-Aravaca,94,Valdezarza,907,8187,7017,7849,1,2020,40.46557332,-3.716540901
9,Moncloa-Aravaca,95,Valdemarín,54,549,775,2953,3,2020,40.46812302,-3.777237777
9,Moncloa-Aravaca,96,El Plantío,29,283,469,1191,3,2020,40.47084192,-3.823747736
9,Moncloa-Aravaca,97,Aravaca,358,2964,4315,10873,3,2020,40.45769825,-3.78123267
10,Latina,101,Los Cármenes,940,5636,3923,2813,1,2020,40.40114149,-3.736801015
10,Latina,102,Puerta del Ángel,1747,13767,9751,8539,1,2020,40.41000702,-3.732608671
10,Latina,103,Lucero,1792,12139,8257,6398,1,2020,40.40062093,-3.751121549
10,Latina,104,Aluche,2859,24239,15921,11387,1,2020,40.39422525,-3.755636923
10,Latina,105,Campamento,748,6469,4839,3559,1,2020,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,97,1118,1473,1378,2,2020,40.36810659,-3.785060096
10,Latina,107,Águilas,2833,18650,12524,7656,1,2020,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,869,7815,5417,4538,1,2020,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,1291,11938,7650,5615,1,2020,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,2225,14614,8327,5831,1,2020,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,2075,18371,10379,6402,1,2020,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,2076,13556,7270,4090,1,2020,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,1593,13427,11558,7582,1,2020,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,1383,11718,6623,3925,1,2020,40.3754323,-3.731427779
12,Usera,121,Orcasitas,1895,8395,4706,2104,1,2020,40.36930591,-3.715305938
12,Usera,122,Orcasur,1301,5248,2294,1401,1,2020,40.36998198,-3.700980503
12,Usera,123,San Fermín,1319,8571,4763,2462,1,2020,40.37201824,-3.690394281
12,Usera,124,Almendrales,1016,8692,4242,2624,1,2020,40.38391174,-3.69987246
12,Usera,125,Moscardó,979,10882,5616,3615,1,2020,40.38967101,-3.707229957
12,Usera,126,Zofío,769,5906,2807,1386,1,2020,40.38189691,-3.715139499
12,Usera,127,Pradolongo,988,8206,3060,1292,1,2020,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,3978,14957,5855,1961,1,2020,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,2393,17610,8584,4336,1,2020,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,2179,13978,9281,5309,1,2020,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,3714,16199,8851,4364,1,2020,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,2560,11982,5374,2449,1,2020,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,2880,18698,10223,5753,1,2020,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,640,2556,2284,1660,1,2020,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,165,1067,1433,1710,3,2020,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,888,7062,6760,7143,3,2020,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,881,5204,4182,4089,1,2020,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,935,6087,4240,2603,1,2020,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,820,5543,4332,3253,1,2020,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,1876,16363,11865,9125,1,2020,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,2646,21460,15142,10836,1,2020,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,767,7543,6129,5859,1,2020,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,448,5214,5168,6101,3,2020,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,605,4105,4146,5597,3,2020,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,153,1534,2366,5416,3,2020,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,99,825,1276,2807,3,2020,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,8,168,280,674,3,2020,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,291,2222,4106,9691,3,2020,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,37,542,1257,2798,3,2020,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,131,1278,2536,6447,3,2020,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,1464,11066,9927,10264,1,2020,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,2313,16836,12732,10590,1,2020,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,625,3890,4008,3562,2,2020,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,566,4929,11278,23583,3,2020,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,3571,17885,9213,3992,1,2020,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,1219,7291,2406,811,1,2020,40.34096627,-3.68867801
17,Villaverde,173,Butarque,687,5441,4850,2558,1,2020,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,2257,13642,8306,4022,1,2020,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,1868,12571,7316,3883,1,2020,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,3335,15399,8009,3164,1,2020,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,1119,7374,6643,4373,1,2020,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,741,8641,12810,11723,2,2020,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,2867,14302,6770,3168,1,2020,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,561,3783,4474,3827,2,2020,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,174,2496,4736,4271,2,2020,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,11,484,703,513,2,2020,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,1212,8899,6324,5290,1,2020,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,682,3868,1950,829,1,2020,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,616,3837,1592,673,1,2020,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,1640,8377,5261,3081,1,2020,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,568,6330,8180,7380,2,2020,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,326,3127,4059,5005,3,2020,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,1442,10431,6561,4413,1,2020,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,205,1963,2717,3943,3,2020,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,193,2809,4989,6907,3,2020,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,128,703,432,181,1,2020,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,426,2494,2117,1156,1,2020,40.4751537,-3.578636314
21,Barajas,214,Timón,315,2332,3104,3305,3,2020,40.47671694,-3.592465453
21,Barajas,215,Corralejos,109,636,1429,2890,3,2020,40.46573908,-3.607084051
