Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Sin_Estudio,Nivel_De_Educación_Básico,Nivel_De_Educación_Medio,Nivel_De_Educación_Alto,Nivel_de_educación,Año,Latitud ,Longitud
11,Carabanchel,115,Puerta Bonita,2312,17669,6647,3537,1,2018,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,1762,16571,10937,6953,1,2018,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,1511,14018,6097,3482,1,2018,40.3754323,-3.731427779
12,Usera,121,Orcasitas,2114,12483,4374,1886,1,2018,40.36930591,-3.715305938
12,Usera,122,Orcasur,1384,7890,2117,1190,1,2018,40.36998198,-3.700980503
12,Usera,123,San Fermín,1421,11225,4483,2192,1,2018,40.37201824,-3.690394281
12,Usera,124,Almendrales,1138,10823,3916,2176,1,2018,40.38391174,-3.69987246
12,Usera,125,Moscardó,1075,12741,5260,3100,1,2018,40.38967101,-3.707229957
12,Usera,126,Zofío,851,7465,2557,1194,1,2018,40.38189691,-3.715139499
12,Usera,127,Pradolongo,1074,10184,2804,1133,1,2018,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,4314,23042,5312,1637,1,2018,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,2632,21790,7662,3496,1,2018,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,2381,18445,8725,4745,1,2018,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,4098,24191,8257,3779,1,2018,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,2792,17350,5007,2053,1,2018,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,3209,24792,9516,4929,1,2018,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,696,3955,2178,1536,1,2018,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,164,1381,1391,1579,3,2018,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,952,9244,6663,6657,1,2018,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,963,7252,4055,3796,1,2018,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,1052,8228,3939,2322,1,2018,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,898,7492,4187,2903,1,2018,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,2182,21273,11284,7884,1,2018,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,2956,27444,14260,9423,1,2018,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,884,9515,5875,5067,1,2018,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,527,6556,5077,5540,1,2018,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,681,5661,4078,5305,1,2018,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,166,1955,2379,5077,3,2018,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,105,1065,1291,2584,3,2018,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,10,201,294,644,3,2018,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,308,2897,4122,9333,3,2018,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,37,640,1277,2673,3,2018,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,131,1546,2526,6247,3,2018,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,1651,14708,9882,9575,1,2018,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,2585,22289,12398,9568,1,2018,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,679,5314,3873,3295,1,2018,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,567,5802,10463,19778,3,2018,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,3916,24850,8429,3428,1,2018,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,1355,9448,2070,663,1,2018,40.34096627,-3.68867801
17,Villaverde,173,Butarque,702,6412,4433,2166,1,2018,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,2461,18099,7906,3658,1,2018,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,2074,16321,6668,3257,1,2018,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,3560,22098,7537,2735,1,2018,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,1165,9725,6490,4005,1,2018,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,711,9154,11671,10183,2,2018,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,3162,20474,3314,2601,1,2018,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,577,4864,2111,3571,1,2018,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,167,2843,4716,4154,2,2018,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,10,262,285,165,2,2018,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,1335,11421,5890,4621,1,2018,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,817,5525,1784,656,1,2018,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,693,5065,1406,527,1,2018,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,1836,11988,4951,2711,1,2018,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,603,7574,8124,6936,2,2018,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,364,3778,3877,4555,3,2018,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,1603,13756,6292,4030,1,2018,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,216,2460,2672,3668,3,2018,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,206,3285,5054,6542,3,2018,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,135,940,412,141,1,2018,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,475,3476,1959,980,1,2018,40.4751537,-3.578636314
21,Barajas,214,Timón,330,2877,2888,2861,2,2018,40.47671694,-3.592465453
21,Barajas,215,Corralejos,115,863,1397,2742,3,2018,40.46573908,-3.607084051
