Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Españoles_0_15_años,Españoles_16_64_años,Españoles_65_mas_años,Total_Españoles,Extranjeros_0_15_años,Extranjeros_16_64_años,Extranjeros_65_mas_años,Total_Extranjeros,Total_personas,Año,Latitud ,Longitud
6,Tetuan,63,Castillejos,1754,10880,4737,17371,266,2584,142,2992,20363,2018,40.46134697,-3.693356225
6,Tetuan,64,Almenara,2455,12554,4427,19436,306,2566,113,2985,22421,2018,40.47103588,-3.694080974
6,Tetuan,65,Valdeacederas,2793,13723,3629,20145,655,4622,149,5426,25571,2018,40.46718587,-3.7041086
6,Tetuan,66,Berruguete,2556,12460,3982,18998,635,4824,151,5610,24608,2018,40.45985193,-3.704826662
7,Chamberí,71,Gaztambide,2048,12501,5729,20278,174,2112,102,2388,22666,2018,40.43542661,-3.714663465
7,Chamberí,72,Arapiles,2390,13613,5736,21739,242,2241,113,2596,24335,2018,40.43518428,-3.707955628
7,Chamberí,73,Trafalgar,2346,14044,5082,21472,262,2678,111,3051,24523,2018,40.43363365,-3.701411104
7,Chamberí,74,Almagro,2140,10554,4569,17263,201,2160,175,2536,19799,2018,40.43360636,-3.693021998
7,Chamberí,75,Ríos Rosas,2884,15101,6189,24174,256,2485,134,2875,27049,2018,40.4427227,-3.698042305
7,Chamberí,76,Vallehermoso,2195,10934,5550,18679,118,1187,62,1367,20046,2018,40.44318403,-3.712532749
8,Fuencarral-El Pardo,81,El Pardo,392,2045,900,3337,15,97,7,119,3456,2018,40.51912143,-3.775335377
8,Fuencarral-El Pardo,82,Fuentelarreina,523,1654,809,2986,21,196,31,248,3234,2018,40.48026345,-3.740247143
8,Fuencarral-El Pardo,83,Peñagrande,5452,24745,10947,41144,387,2707,174,3268,44412,2018,40.47944107,-3.727305098
8,Fuencarral-El Pardo,84,Pilar,4364,23485,13384,41233,640,4011,210,4861,46094,2018,40.4775353,-3.709172991
8,Fuencarral-El Pardo,85,La Paz,3476,18400,10285,32161,203,1319,100,1622,33783,2018,40.48076631,-3.696817465
8,Fuencarral-El Pardo,86,Valverde,14059,34157,7044,55260,1040,5396,245,6681,61941,2018,40.50020625,-3.677182408
8,Fuencarral-El Pardo,87,Mirasierra,6700,19304,4507,30511,209,1221,117,1547,32058,2018,40.49712907,-3.720451855
8,Fuencarral-El Pardo,88,El Goloso,5829,9793,1426,17048,143,714,44,901,17950,2018,40.55638538,-3.703303014
9,Moncloa-Aravaca,91,Casa de Campo,1256,7449,3159,11864,71,910,55,1036,12900,2018,40.42071623,-3.755457443
9,Moncloa-Aravaca,92,Argüelles,2197,13052,5908,21157,215,2482,138,2835,23992,2018,40.42843437,-3.716990154
9,Moncloa-Aravaca,93,Ciudad Universitaria,1962,8610,4024,14596,91,1332,78,1501,16097,2018,40.46089498,-3.73758365
9,Moncloa-Aravaca,94,Valdezarza,3334,15765,7257,26356,377,2589,96,3062,29418,2018,40.46557332,-3.716540901
9,Moncloa-Aravaca,95,Valdemarín,1786,3485,668,5939,81,511,29,621,6560,2018,40.46812302,-3.777237777
9,Moncloa-Aravaca,96,El Plantío,526,1467,507,2500,16,176,28,220,2720,2018,40.47084192,-3.823747736
9,Moncloa-Aravaca,97,Aravaca,5095,14951,3667,23713,346,1984,105,2435,26148,2018,40.45769825,-3.78123267
10,Latina,101,Los Cármenes,2233,9730,2921,14884,283,1961,64,2308,17192,2018,40.40114149,-3.736801015
10,Latina,102,Puerta del Ángel,4139,21268,8493,33900,813,6504,180,7497,41397,2018,40.41000702,-3.732608671
10,Latina,103,Lucero,3862,18108,8001,29971,694,4666,157,5517,35488,2018,40.40062093,-3.751121549
10,Latina,104,Aluche,6158,30304,19602,56064,1404,8205,288,9897,65961,2018,40.39422525,-3.755636923
10,Latina,105,Campamento,2057,9219,4471,15747,402,2747,86,3235,18983,2018,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,1292,3708,324,5324,35,274,29,338,5662,2018,40.36810659,-3.785060096
10,Latina,107,Águilas,5454,26080,14229,45763,745,4393,201,5339,51102,2018,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,2086,11152,5283,18521,423,3181,123,3727,22248,2018,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,3243,16192,6710,26145,768,5435,143,6346,32492,2018,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,4324,19705,7310,31339,915,6097,202,7214,38554,2018,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,4481,21098,10263,35842,1207,7713,245,9165,45008,2018,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,4198,16513,6314,27025,918,5814,176,6908,33933,2018,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,8824,25600,6220,40644,899,4512,161,5572,46216,2018,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,4236,14927,5343,24506,726,4388,148,5262,29769,2018,40.3754323,-3.731427779
12,Usera,121,Orcasitas,3798,12745,4376,20919,246,1332,58,1636,22555,2018,40.36930591,-3.715305938
12,Usera,122,Orcasur,2057,7777,1921,11755,269,1483,65,1817,13572,2018,40.36998198,-3.700980503
12,Usera,123,San Fermín,3747,12176,3225,19148,657,3256,147,4060,23209,2018,40.37201824,-3.690394281
12,Usera,124,Almendrales,2400,9678,3412,15490,758,4618,120,5496,20986,2018,40.38391174,-3.69987246
12,Usera,125,Moscardó,2425,11807,4871,19103,929,5563,131,6623,25726,2018,40.38967101,-3.707229957
12,Usera,126,Zofío,1478,6731,2438,10647,438,2552,60,3050,13697,2018,40.38189691,-3.715139499
12,Usera,127,Pradolongo,1673,7149,2909,11731,848,4545,109,5502,17233,2018,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,4266,18338,6661,29265,696,3897,128,4721,33986,2018,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,4550,19320,5796,29666,1507,8870,223,10600,40267,2018,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,4667,23621,6370,34658,765,4115,131,5011,39669,2018,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,5257,24786,7643,37686,687,3614,133,4434,42120,2018,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,3286,14937,6050,24273,545,2991,99,3635,27908,2018,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,5061,23982,8483,37526,1177,7585,250,9012,46538,2018,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,1077,5018,2137,8232,87,718,44,849,9081,2018,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,1197,4428,487,6112,24,168,22,214,6326,2018,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,2756,15830,7221,25807,189,1312,69,1570,27378,2018,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,1847,9620,4822,16289,183,1237,48,1468,17757,2018,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,1868,8490,4439,14797,287,1745,73,2105,16902,2018,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,1703,8319,5063,15085,220,1428,84,1732,16817,2018,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,4746,24310,11327,40383,858,6266,234,7358,47744,2018,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,6603,31783,13211,51597,1144,8121,298,9563,61160,2018,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,2362,12396,5370,20128,476,3632,137,4245,24373,2018,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,2237,10885,4911,18033,350,2292,128,2770,20803,2018,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,2077,9964,4624,16665,186,1149,68,1403,18068,2018,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,1773,6987,2588,11348,178,853,53,1084,12433,2018,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,905,3400,1381,5686,63,489,50,602,6288,2018,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,262,811,343,1416,22,125,12,159,1575,2018,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,3463,12865,4592,20920,112,869,118,1099,22019,2018,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,1300,3891,946,6137,133,433,35,601,6738,2018,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,2297,8553,1836,12686,432,1480,125,2037,14723,2018,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,4483,22232,10462,37177,536,2754,160,3450,40627,2018,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,5841,27799,13561,47201,713,4130,230,5073,52274,2018,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,1798,9139,3138,14075,168,966,62,1196,15271,2018,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,13953,31955,3621,49529,918,3610,240,4768,54297,2018,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,5931,22752,7521,36204,1298,6606,190,8094,44299,2018,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,2216,6612,1987,10815,768,3771,143,4682,15498,2018,40.34096627,-3.68867801
17,Villaverde,173,Butarque,4174,10200,1459,15833,422,1904,109,2435,18268,2018,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,4893,19424,6039,30356,981,5484,153,6618,36975,2018,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,3123,14792,8153,26068,647,3632,136,4415,30483,2018,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,5957,21385,6417,33759,1113,4701,167,5981,39740,2018,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,2468,14567,4868,21903,403,1897,92,2392,24295,2018,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,10476,27767,1619,39862,516,3090,146,3752,43614,2018,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,4049,16336,7367,27752,1088,5191,169,6448,34200,2018,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,2614,12277,1739,16630,139,814,54,1007,17637,2018,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,5425,11231,932,17588,79,482,31,592,18180,2018,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,190,643,34,867,6,70,2,78,945,2018,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,3807,14949,4329,23085,516,3499,142,4157,27242,2018,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,942,4859,2212,8013,109,779,40,928,8941,2018,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,1048,4442,1674,7164,199,958,25,1182,8346,2018,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,3587,13997,4272,21856,300,1695,88,2083,23939,2018,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,5745,20224,4070,30039,253,1201,67,1521,31560,2018,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,3048,8975,1738,13761,344,2116,94,2554,16315,2018,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,3030,14937,6473,24440,629,3319,131,4079,28519,2018,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,1261,6975,2240,10476,115,649,47,811,11287,2018,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,3188,10453,4761,18402,116,835,93,1044,19446,2018,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,213,963,271,1447,58,283,6,347,1794,2018,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,689,4054,1325,6068,162,1071,35,1268,7336,2018,40.4751537,-3.578636314
21,Barajas,214,Timón,2273,7271,1115,10659,189,829,73,1091,11750,2018,40.47671694,-3.592465453
21,Barajas,215,Corralejos,1874,4427,722,7023,70,387,30,487,7510,2018,40.46573908,-3.607084051
