Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Densidad_habitantes_por_hectarea,Año,Latitud ,Longitud
7,Chamberí,71,Gaztambide,451.96,2019,40.43542661,-3.714663465
7,Chamberí,72,Arapiles,422.93,2019,40.43518428,-3.707955628
7,Chamberí,73,Trafalgar,403.61,2019,40.43363365,-3.701411104
7,Chamberí,74,Almagro,211.18,2019,40.43360636,-3.693021998
7,Chamberí,75,Ríos Rosas,280.72,2019,40.4427227,-3.698042305
7,Chamberí,76,Vallehermoso,189.08,2019,40.44318403,-3.712532749
8,Fuencarral-El Pardo,81,El Pardo,0.18,2019,40.51912143,-3.775335377
8,Fuencarral-El Pardo,82,Fuentelarreina,23.61,2019,40.48026345,-3.740247143
8,Fuencarral-El Pardo,83,Peñagrande,154.15,2019,40.47944107,-3.727305098
8,Fuencarral-El Pardo,84,Pilar,340.51,2019,40.4775353,-3.709172991
8,Fuencarral-El Pardo,85,La Paz,156.7,2019,40.48076631,-3.696817465
8,Fuencarral-El Pardo,86,Valverde,70.37,2019,40.50020625,-3.677182408
8,Fuencarral-El Pardo,87,Mirasierra,47.05,2019,40.49712907,-3.720451855
8,Fuencarral-El Pardo,88,El Goloso,6.99,2019,40.55638538,-3.703303014
9,Moncloa-Aravaca,91,Casa de Campo,7.44,2019,40.42071623,-3.755457443
9,Moncloa-Aravaca,92,Argüelles,318.05,2019,40.42843437,-3.716990154
9,Moncloa-Aravaca,93,Ciudad Universitaria,11.41,2019,40.46089498,-3.73758365
9,Moncloa-Aravaca,94,Valdezarza,212.69,2019,40.46557332,-3.716540901
9,Moncloa-Aravaca,95,Valdemarín,20.37,2019,40.46812302,-3.777237777
9,Moncloa-Aravaca,96,El Plantío,7.96,2019,40.47084192,-3.823747736
9,Moncloa-Aravaca,97,Aravaca,45.98,2019,40.45769825,-3.78123267
10,Latina,101,Los Cármenes,134.65,2019,40.40114149,-3.736801015
10,Latina,102,Puerta del Ángel,303.43,2019,40.41000702,-3.732608671
10,Latina,103,Lucero,214.95,2019,40.40062093,-3.751121549
10,Latina,104,Aluche,232.83,2019,40.39422525,-3.755636923
10,Latina,105,Campamento,20.98,2019,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,10.59,2019,40.36810659,-3.785060096
10,Latina,107,Águilas,142.83,2019,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,336.33,2019,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,298.49,2019,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,205.11,2019,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,289.29,2019,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,216.71,2019,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,83.83,2019,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,196.47,2019,40.3754323,-3.731427779
12,Usera,121,Orcasitas,168.37,2019,40.36930591,-3.715305938
12,Usera,122,Orcasur,99.53,2019,40.36998198,-3.700980503
12,Usera,123,San Fermín,160.4,2019,40.37201824,-3.690394281
12,Usera,124,Almendrales,274.81,2019,40.38391174,-3.69987246
12,Usera,125,Moscardó,289.98,2019,40.38967101,-3.707229957
12,Usera,126,Zofío,180.46,2019,40.38189691,-3.715139499
12,Usera,127,Pradolongo,159.08,2019,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,58.1,2019,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,389.43,2019,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,233,2019,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,137.02,2019,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,227.66,2019,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,255.79,2019,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,90.5,2019,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,84.91,2019,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,152.29,2019,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,178.89,2019,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,177.68,2019,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,283.98,2019,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,150.4,2019,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,267.81,2019,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,340.5,2019,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,235.42,2019,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,172.22,2019,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,123.53,2019,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,114.11,2019,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,63,2019,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,154.21,2019,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,60.1,2019,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,47.49,2019,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,160.86,2019,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,197.73,2019,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,127.94,2019,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,34.54,2019,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,48.85,2019,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,148.29,2019,40.34096627,-3.68867801
17,Villaverde,173,Butarque,29.6,2019,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,243.95,2019,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,161.06,2019,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,9.36,2019,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,116.95,2019,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,72.27,2019,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,16.2,2019,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,69.03,2019,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,282.07,2019,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,1.45,2019,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,122.64,2019,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,166.32,2019,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,231.6,2019,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,185.5,2019,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,34.07,2019,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,33.28,2019,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,178.91,2019,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,60.37,2019,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,99.1,2019,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,0.62,2019,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,137.7,2019,40.4751537,-3.578636314
21,Barajas,214,Timón,24.32,2019,40.47671694,-3.592465453
21,Barajas,215,Corralejos,16.32,2019,40.46573908,-3.607084051
