Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Total,Tamaño_medio_del_hogar,1_persona,2_personas,3_personas,4_personas,5_personas_o_mas,Año,Latitud ,Longitud
10,Latina,105,Campamento,7481,2.65,2070,2190,1403,1018,800,2020,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,2223,2.65,691,459,449,503,121,2020,40.36810659,-3.785060096
10,Latina,107,Águilas,20876,2.5,5736,6536,4079,2985,1540,2020,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,9633,2.39,3310,2803,1625,1118,777,2020,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,13211,2.55,4226,3650,2283,1641,1411,2020,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,15312,2.61,4653,4137,2818,2036,1668,2020,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,17496,2.72,4835,4927,3249,2225,2260,2020,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,12701,2.83,3404,3245,2417,1910,1725,2020,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,17395,2.76,4278,4253,3622,3644,1598,2020,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,11175,2.86,2856,2795,2105,1840,1579,2020,40.3754323,-3.731427779
12,Usera,121,Orcasitas,8437,2.75,2004,2179,1810,1593,851,2020,40.36930591,-3.715305938
12,Usera,122,Orcasur,4768,2.97,1126,1187,926,779,750,2020,40.36998198,-3.700980503
12,Usera,123,San Fermín,8316,2.89,1917,2026,1748,1504,1121,2020,40.37201824,-3.690394281
12,Usera,124,Almendrales,7710,2.88,2137,1880,1376,1127,1190,2020,40.38391174,-3.69987246
12,Usera,125,Moscardó,9881,2.75,2873,2654,1764,1212,1378,2020,40.38967101,-3.707229957
12,Usera,126,Zofío,5049,2.85,1273,1339,946,742,749,2020,40.38189691,-3.715139499
12,Usera,127,Pradolongo,6028,2.96,1540,1549,1102,787,1050,2020,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,12801,2.77,3246,3494,2510,1929,1622,2020,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,16135,2.72,5054,4019,2804,1996,2262,2020,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,15164,2.7,3896,4023,3131,2632,1482,2020,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,16112,2.68,3966,4446,3506,2717,1477,2020,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,10881,2.66,3003,3087,2087,1510,1194,2020,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,18308,2.64,5481,4991,3327,2329,2180,2020,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,3294,2.84,769,950,716,543,316,2020,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,2195,2.93,394,474,518,608,201,2020,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,10901,2.5,2904,3346,2194,1710,747,2020,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,7210,2.49,2050,2236,1387,936,601,2020,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,6938,2.53,2081,2018,1267,884,688,2020,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,7287,2.35,2372,2245,1319,844,507,2020,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,20069,2.44,6622,5738,3587,2398,1724,2020,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,24185,2.63,6849,6921,4501,3384,2530,2020,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,10460,2.4,3670,2963,1748,1150,929,2020,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,9207,2.3,3414,2548,1572,1052,621,2020,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,7545,2.4,2389,2242,1372,1013,529,2020,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,4939,2.58,1416,1297,987,837,402,2020,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,2640,2.47,832,730,499,362,217,2020,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,573,2.71,175,167,90,79,62,2020,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,8011,2.78,1935,2164,1530,1347,1035,2020,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,2219,3.08,371,480,483,552,333,2020,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,4914,3.04,978,1090,961,1118,767,2020,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,16155,2.53,4262,4885,3361,2503,1144,2020,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,21446,2.48,6055,6605,4235,2928,1623,2020,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,5835,2.67,1545,1636,1158,935,561,2020,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,21182,2.92,4584,4401,4560,5143,2494,2020,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,16586,2.82,4133,4317,3258,2694,2184,2020,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,5198,3.25,1238,1079,891,752,1238,2020,40.34096627,-3.68867801
17,Villaverde,173,Butarque,6967,2.87,1423,1693,1524,1629,698,2020,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,13277,2.87,2953,3529,2683,2387,1725,2020,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,12384,2.63,3299,3761,2365,1639,1320,2020,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,14957,2.74,3823,3993,3044,2382,1715,2020,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,9063,2.72,1823,2653,2145,1720,722,2020,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,19407,2.52,6013,4594,3952,3604,1244,2020,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,13375,2.67,3534,3823,2630,1929,1459,2020,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,6136,2.91,1198,1368,1517,1501,552,2020,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,6335,2.87,1207,1308,1500,1945,375,2020,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,975,2.46,279,248,231,170,47,2020,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,11063,2.59,3389,2912,2058,1671,1033,2020,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,3721,2.51,1181,1006,693,490,351,2020,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,3408,2.6,1056,893,622,450,387,2020,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,9033,2.73,2283,2363,1829,1652,906,2020,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,11138,2.85,2066,2711,2634,2923,804,2020,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,6844,2.53,2057,1765,1300,1181,541,2020,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,11011,2.64,2841,3263,2176,1652,1079,2020,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,4347,2.64,1084,1134,973,819,337,2020,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,7366,2.69,1576,2114,1611,1460,605,2020,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,705,2.7,198,173,149,112,73,2020,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,3175,2.42,970,944,641,378,242,2020,40.4751537,-3.578636314
21,Barajas,214,Timón,4755,2.7,1190,1124,1074,957,410,2020,40.47671694,-3.592465453
21,Barajas,215,Corralejos,2605,2.98,500,572,546,707,280,2020,40.46573908,-3.607084051
