Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Total,Tamaño_medio_del_hogar,1_persona,2_personas,3_personas,4_personas,5_personas_o_mas,Año,Latitud ,Longitud
5,Chamartin,53,Ciudad Jardín,7899,2.34,2829,2203,1335,925,607,2018,40.44872948,-3.672972488
5,Chamartin,54,Hispanoamérica,12281,2.55,3965,3285,2006,1607,1418,2018,40.45552562,-3.6771435
5,Chamartin,55,Nueva España,9164,2.67,2943,2270,1404,1166,1381,2018,40.46296601,-3.678451861
5,Chamartin,56,Castilla,6583,2.56,2073,1744,1132,937,697,2018,40.47398532,-3.679434358
6,Tetuan,61,Bellas Vistas,11767,2.44,4345,3052,1889,1282,1199,2018,40.45294,-3.708256385
6,Tetuan,62,Cuatro Caminos,14866,2.3,5699,4009,2351,1627,1180,2018,40.45189878,-3.697045193
6,Tetuan,63,Castillejos,9266,2.2,3747,2642,1373,863,641,2018,40.46134697,-3.693356225
6,Tetuan,64,Almenara,9286,2.41,3227,2650,1528,1076,805,2018,40.47103588,-3.694080974
6,Tetuan,65,Valdeacederas,10494,2.44,3663,2848,1768,1241,974,2018,40.46718587,-3.7041086
6,Tetuan,66,Berruguete,10143,2.43,3687,2690,1676,1086,1004,2018,40.45985193,-3.704826662
7,Chamberí,71,Gaztambide,10359,2.19,4247,2809,1592,1035,676,2018,40.43542661,-3.714663465
7,Chamberí,72,Arapiles,11137,2.19,4515,3149,1624,1171,678,2018,40.43518428,-3.707955628
7,Chamberí,73,Trafalgar,11622,2.11,5089,3131,1626,1123,653,2018,40.43363365,-3.701411104
7,Chamberí,74,Almagro,8033,2.46,3006,2152,1137,923,815,2018,40.43360636,-3.693021998
7,Chamberí,75,Ríos Rosas,12014,2.25,4702,3324,1852,1258,878,2018,40.4427227,-3.698042305
7,Chamberí,76,Vallehermoso,8326,2.41,2965,2297,1325,1002,737,2018,40.44318403,-3.712532749
8,Fuencarral-El Pardo,81,El Pardo,1317,2.62,398,397,262,168,92,2018,40.51912143,-3.775335377
8,Fuencarral-El Pardo,82,Fuentelarreina,1107,2.92,257,286,204,162,198,2018,40.48026345,-3.740247143
8,Fuencarral-El Pardo,83,Peñagrande,16860,2.63,4118,4924,3538,2858,1422,2018,40.47944107,-3.727305098
8,Fuencarral-El Pardo,84,Pilar,19413,2.37,5910,6170,3670,2377,1286,2018,40.4775353,-3.709172991
8,Fuencarral-El Pardo,85,La Paz,12541,2.69,2532,3862,2846,2196,1105,2018,40.48076631,-3.696817465
8,Fuencarral-El Pardo,86,Valverde,22497,2.75,5622,5341,4534,4634,2366,2018,40.50020625,-3.677182408
8,Fuencarral-El Pardo,87,Mirasierra,10333,3.1,1997,2247,2136,2269,1684,2018,40.49712907,-3.720451855
8,Fuencarral-El Pardo,88,El Goloso,5484,3.27,1120,968,1167,1443,786,2018,40.55638538,-3.703303014
9,Moncloa-Aravaca,91,Casa de Campo,5575,2.31,1983,1655,930,705,302,2018,40.42071623,-3.755457443
9,Moncloa-Aravaca,92,Argüelles,10373,2.31,3944,2913,1631,1104,781,2018,40.42843437,-3.716990154
9,Moncloa-Aravaca,93,Ciudad Universitaria,6103,2.64,1883,1625,1085,836,674,2018,40.46089498,-3.73758365
9,Moncloa-Aravaca,94,Valdezarza,12093,2.43,3651,3505,2407,1746,784,2018,40.46557332,-3.716540901
9,Moncloa-Aravaca,95,Valdemarín,1868,3.51,356,348,286,377,501,2018,40.46812302,-3.777237777
9,Moncloa-Aravaca,96,El Plantío,844,3.22,155,182,172,160,175,2018,40.47084192,-3.823747736
9,Moncloa-Aravaca,97,Aravaca,8363,3.13,1643,1850,1592,1729,1549,2018,40.45769825,-3.78123267
10,Latina,101,Los Cármenes,6518,2.64,1755,1802,1253,1113,595,2018,40.40114149,-3.736801015
10,Latina,102,Puerta del Ángel,17385,2.38,6062,4907,3020,2003,1393,2018,40.41000702,-3.732608671
10,Latina,103,Lucero,13969,2.54,4078,3965,2726,1989,1211,2018,40.40062093,-3.751121549
10,Latina,104,Aluche,26505,2.49,7245,8743,5038,3396,2083,2018,40.39422525,-3.755636923
10,Latina,105,Campamento,7340,2.59,2029,2189,1429,979,714,2018,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,2180,2.6,703,455,457,452,113,2018,40.36810659,-3.785060096
10,Latina,107,Águilas,20703,2.47,5634,6528,4181,2975,1385,2018,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,9470,2.35,3268,2766,1672,1082,682,2018,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,13013,2.5,4200,3605,2317,1659,1232,2018,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,15000,2.57,4568,4092,2829,2002,1509,2018,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,17125,2.63,4833,4916,3195,2249,1932,2018,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,12319,2.75,3355,3242,2312,1951,1459,2018,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,16947,2.73,4177,4163,3596,3594,1417,2018,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,10906,2.73,2848,2887,2103,1799,1269,2018,40.3754323,-3.731427779
12,Usera,121,Orcasitas,8429,2.68,2022,2278,1791,1626,712,2018,40.36930591,-3.715305938
12,Usera,122,Orcasur,4692,2.89,1147,1149,943,770,683,2018,40.36998198,-3.700980503
12,Usera,123,San Fermín,8210,2.83,1933,2027,1744,1493,1013,2018,40.37201824,-3.690394281
12,Usera,124,Almendrales,7619,2.75,2189,1920,1383,1103,1024,2018,40.38391174,-3.69987246
12,Usera,125,Moscardó,9689,2.66,2873,2664,1768,1212,1172,2018,40.38967101,-3.707229957
12,Usera,126,Zofío,4961,2.76,1253,1376,960,744,628,2018,40.38189691,-3.715139499
12,Usera,127,Pradolongo,5944,2.9,1545,1569,1072,812,946,2018,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,12621,2.69,3255,3535,2498,1941,1392,2018,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,15589,2.58,5083,3994,2708,2003,1801,2018,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,14923,2.66,3836,3953,3197,2619,1318,2018,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,15908,2.65,3976,4315,3534,2713,1370,2018,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,10702,2.61,2961,3091,2113,1509,1028,2018,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,17978,2.59,5375,5024,3327,2320,1932,2018,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,3268,2.78,742,971,694,566,295,2018,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,2162,2.93,400,461,490,615,196,2018,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,10822,2.53,2767,3316,2156,1852,731,2018,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,7143,2.49,2015,2210,1394,957,567,2018,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,6846,2.47,2082,2017,1286,867,594,2018,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,7209,2.33,2319,2270,1306,853,461,2018,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,19750,2.42,6463,5705,3593,2404,1585,2018,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,23750,2.58,6753,6796,4595,3369,2237,2018,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,10271,2.37,3646,2831,1804,1173,817,2018,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,9035,2.3,3340,2460,1575,1051,609,2018,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,7508,2.41,2352,2212,1359,1085,500,2018,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,4821,2.58,1372,1286,944,816,403,2018,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,2529,2.49,758,710,491,363,207,2018,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,560,2.81,164,153,94,80,69,2018,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,7932,2.78,1897,2133,1528,1360,1014,2018,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,2202,3.06,373,493,448,573,315,2018,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,4847,3.04,966,1053,978,1111,739,2018,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,15963,2.55,4063,4834,3412,2530,1124,2018,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,21134,2.47,5875,6491,4258,3040,1470,2018,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,5763,2.65,1508,1647,1116,973,519,2018,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,18865,2.88,4361,3941,3996,4400,2167,2018,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,16209,2.73,4027,4429,3233,2704,1816,2018,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,5063,3.06,1249,1131,912,767,1004,2018,40.34096627,-3.68867801
17,Villaverde,173,Butarque,6389,2.86,1315,1474,1467,1545,588,2018,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,13100,2.82,2840,3565,2768,2430,1497,2018,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,11835,2.58,3129,3623,2313,1699,1071,2018,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,14727,2.7,3709,3955,3086,2517,1460,2018,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,8865,2.74,1774,2523,2117,1730,721,2018,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,17857,2.44,5838,4237,3640,3171,971,2018,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,13068,2.62,3403,3905,2601,1905,1254,2018,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,6086,2.9,1168,1350,1498,1550,520,2018,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,6308,2.88,1198,1242,1490,1994,384,2018,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,404,2.34,126,116,87,54,21,2018,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,10716,2.54,3334,2818,2077,1614,873,2018,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,3683,2.43,1173,1061,692,454,303,2018,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,3332,2.5,1042,903,631,446,310,2018,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,8965,2.67,2335,2342,1856,1634,798,2018,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,11012,2.87,1991,2607,2634,3043,737,2018,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,6590,2.48,2023,1691,1281,1153,442,2018,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,10906,2.61,2767,3216,2306,1656,961,2018,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,4258,2.65,1038,1121,938,836,325,2018,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,7170,2.71,1517,2006,1611,1411,625,2018,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,675,2.66,183,163,166,101,62,2018,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,3064,2.39,965,884,620,383,212,2018,40.4751537,-3.578636314
21,Barajas,214,Timón,4393,2.67,1120,1037,963,910,363,2018,40.47671694,-3.592465453
21,Barajas,215,Corralejos,2541,2.96,497,546,528,706,264,2018,40.46573908,-3.607084051
