Codigo_distrito,Nombre_distrito,Codigo_barrio,Nombre_barrio,Total,Tamaño_medio_del_hogar,1_persona,2_personas,3_personas,4_personas,5_personas_o_mas,Año,Latitud ,Longitud
8,Fuencarral-El Pardo,85,La Paz,12522,2.64,2700,4026,2693,2035,1068,2021,40.48076631,-3.696817465
8,Fuencarral-El Pardo,86,Valverde,22939,2.79,5660,5320,4620,4775,2564,2021,40.50020625,-3.677182408
8,Fuencarral-El Pardo,87,Mirasierra,11038,3.13,2038,2467,2198,2426,1909,2021,40.49712907,-3.720451855
8,Fuencarral-El Pardo,88,El Goloso,5845,3.24,1164,1033,1242,1542,864,2021,40.55638538,-3.703303014
9,Moncloa-Aravaca,91,Casa de Campo,5588,2.34,1963,1669,946,698,312,2021,40.42071623,-3.755457443
9,Moncloa-Aravaca,92,Argüelles,10411,2.32,3951,2934,1616,1120,790,2021,40.42843437,-3.716990154
9,Moncloa-Aravaca,93,Ciudad Universitaria,6193,2.61,1912,1695,1053,870,663,2021,40.46089498,-3.73758365
9,Moncloa-Aravaca,94,Valdezarza,12508,2.41,3899,3676,2393,1711,829,2021,40.46557332,-3.716540901
9,Moncloa-Aravaca,95,Valdemarín,1986,3.45,410,338,313,399,526,2021,40.46812302,-3.777237777
9,Moncloa-Aravaca,96,El Plantío,905,3.22,164,209,177,160,195,2021,40.47084192,-3.823747736
9,Moncloa-Aravaca,97,Aravaca,8770,3.14,1686,2037,1660,1746,1641,2021,40.45769825,-3.78123267
10,Latina,101,Los Cármenes,6629,2.65,1863,1765,1270,1035,696,2021,40.40114149,-3.736801015
10,Latina,102,Puerta del Ángel,17566,2.39,6213,4970,2915,1894,1574,2021,40.41000702,-3.732608671
10,Latina,103,Lucero,14237,2.57,4272,3911,2673,1992,1389,2021,40.40062093,-3.751121549
10,Latina,104,Aluche,26839,2.5,7779,8583,4749,3388,2340,2021,40.39422525,-3.755636923
10,Latina,105,Campamento,7428,2.64,2068,2183,1398,954,825,2021,40.38549591,-3.804051056
10,Latina,106,Cuatro Vientos,2213,2.65,672,462,454,499,126,2021,40.36810659,-3.785060096
10,Latina,107,Águilas,20844,2.48,5887,6479,4056,2914,1508,2021,40.38279952,-3.772154148
11,Carabanchel,111,Comillas,9617,2.36,3401,2776,1624,1032,784,2021,40.39229819,-3.713622777
11,Carabanchel,112,Opañel,13209,2.55,4252,3619,2287,1658,1393,2021,40.38845582,-3.725538062
11,Carabanchel,113,San Isidro,15311,2.59,4720,4128,2826,2003,1634,2021,40.39494027,-3.731601857
11,Carabanchel,114,Vista Alegre,17469,2.7,4930,4905,3212,2191,2231,2021,40.38489751,-3.745784379
11,Carabanchel,115,Puerta Bonita,12708,2.83,3436,3252,2361,1879,1780,2021,40.38127292,-3.7415969
11,Carabanchel,116,Buenavista,17437,2.75,4296,4270,3625,3645,1601,2021,40.36773534,-3.751816416
11,Carabanchel,117,Abrantes,11120,2.83,2896,2763,2104,1817,1540,2021,40.3754323,-3.731427779
12,Usera,121,Orcasitas,8437,2.74,2044,2168,1794,1573,858,2021,40.36930591,-3.715305938
12,Usera,122,Orcasur,4772,2.96,1136,1175,930,778,753,2021,40.36998198,-3.700980503
12,Usera,123,San Fermín,8296,2.87,1918,2064,1724,1485,1105,2021,40.37201824,-3.690394281
12,Usera,124,Almendrales,7907,2.85,2167,1934,1500,1148,1158,2021,40.38391174,-3.69987246
12,Usera,125,Moscardó,9808,2.71,2914,2633,1715,1228,1318,2021,40.38967101,-3.707229957
12,Usera,126,Zofío,5049,2.84,1292,1344,935,745,733,2021,40.38189691,-3.715139499
12,Usera,127,Pradolongo,6016,2.98,1546,1498,1097,797,1078,2021,40.37821403,-3.70965523
13,Puente de Vallecas,131,Entrevías,12749,2.76,3302,3433,2457,1947,1610,2021,40.37997822,-3.670066296
13,Puente de Vallecas,132,San Diego,16125,2.7,5074,3982,2794,2038,2237,2021,40.38555985,-3.667801576
13,Puente de Vallecas,133,Palomeras Bajas,15130,2.67,3954,4037,3125,2529,1485,2021,40.3843869,-3.662482758
13,Puente de Vallecas,134,Palomeras Sureste,16074,2.67,4068,4365,3463,2703,1475,2021,40.38865742,-3.643562632
13,Puente de Vallecas,135,Portazgo,10842,2.65,3073,3062,2054,1440,1213,2021,40.39147186,-3.648804416
13,Puente de Vallecas,136,Numancia,18371,2.62,5602,5032,3323,2263,2151,2021,40.40128296,-3.662853164
14,Moratalaz,141,Pavones,3300,2.72,814,955,708,525,298,2021,40.40112689,-3.633398618
14,Moratalaz,142,Horcajo,2181,2.92,400,490,493,590,208,2021,40.40845436,-3.628744528
14,Moratalaz,143,Marroquina,10815,2.46,2957,3360,2162,1641,695,2021,40.41076704,-3.647064962
14,Moratalaz,144,Media Legua,7163,2.47,2120,2186,1367,908,582,2021,40.41277352,-3.657583383
14,Moratalaz,145,Fontarrón,6899,2.51,2148,1965,1236,876,674,2021,40.40118068,-3.646893857
14,Moratalaz,146,Vinateros,7215,2.34,2399,2200,1266,861,489,2021,40.40580793,-3.642890426
15,Ciudad Lineal,151,Ventas,19993,2.42,6687,5660,3581,2382,1683,2021,40.42414921,-3.649460062
15,Ciudad Lineal,152,Pueblo Nuevo,24178,2.59,7022,6866,4503,3334,2453,2021,40.42815401,-3.637866734
15,Ciudad Lineal,153,Quintana,10367,2.37,3729,2881,1747,1141,869,2021,40.43615611,-3.648158762
15,Ciudad Lineal,154,Concepción,9088,2.28,3374,2546,1539,1048,581,2021,40.44138909,-3.647127163
15,Ciudad Lineal,155,San Pascual,7509,2.37,2410,2258,1354,978,509,2021,40.44285992,-3.653142425
15,Ciudad Lineal,156,San Juan Bautista,4903,2.55,1449,1285,956,815,398,2021,40.45094745,-3.65784012
15,Ciudad Lineal,157,Colina,2602,2.45,821,733,505,336,207,2021,40.45817111,-3.660500494
15,Ciudad Lineal,158,Atalaya,579,2.73,175,162,90,80,72,2021,40.46538473,-3.664363569
15,Ciudad Lineal,159,Costillares,8006,2.76,1978,2150,1537,1318,1023,2021,40.47598548,-3.670914191
16,Hortaleza,161,Palomas,2246,3.07,386,495,487,526,352,2021,40.45246976,-3.616840182
16,Hortaleza,162,Piovera,4882,3.04,983,1089,935,1106,769,2021,40.45641298,-3.63387767
16,Hortaleza,163,Canillas,16129,2.5,4392,4922,3269,2444,1102,2021,40.46517171,-3.646071698
16,Hortaleza,164,Pinar del Rey,21422,2.45,6192,6609,4171,2882,1568,2021,40.47330755,-3.645718872
16,Hortaleza,165,Apóstol Santiago,5827,2.66,1572,1635,1112,949,559,2021,40.47898477,-3.658594367
16,Hortaleza,166,Valdefuentes,21598,2.93,4654,4482,4605,5278,2579,2021,40.48282313,-3.634280649
17,Villaverde,171,Villaverde Alto,16592,2.81,4225,4270,3217,2670,2210,2021,40.34363176,-3.710011007
17,Villaverde,172,San Cristóbal,5177,3.28,1205,1064,874,754,1280,2021,40.34096627,-3.68867801
17,Villaverde,173,Butarque,7254,2.86,1487,1751,1630,1678,708,2021,40.34103245,-3.675427448
17,Villaverde,174,Los Rosales,13258,2.85,2998,3557,2677,2327,1699,2021,40.35688042,-3.688301814
17,Villaverde,175,Ángeles,12540,2.61,3413,3831,2322,1647,1327,2021,40.35689353,-3.699407857
18,Villa de Vallecas,181,Casco Histórico de Vallecas,14886,2.7,3934,3952,3062,2292,1646,2021,40.35149313,-3.618788785
18,Villa de Vallecas,182,Santa Eugenia,9050,2.68,1912,2658,2086,1704,690,2021,40.38401167,-3.614301754
18,Villa de Vallecas,183,Ensanche de Vallecas,19797,2.54,6022,4726,3985,3730,1334,2021,40.36723667,-3.598334171
19,Vicálvaro,191,Casco Histórico de Vicálvaro,13371,2.66,3608,3775,2614,1913,1461,2021,40.38861379,-3.574439089
19,Vicálvaro,192,Valdebernardo,6109,2.87,1219,1404,1501,1442,543,2021,40.39916665,-3.608006966
19,Vicálvaro,193,Valderrivas,6307,2.85,1208,1321,1502,1917,359,2021,40.40352452,-3.674670051
19,Vicálvaro,194,El Cañaveral,1804,2.46,498,502,409,310,85,2021,40.40147731,-3.550886512
20,San Blas-Canillejas,201,Simancas,11044,2.58,3426,2917,2063,1651,987,2021,40.43520507,-3.624913311
20,San Blas-Canillejas,202,Hellín,3703,2.53,1179,972,674,502,376,2021,40.4311922,-3.61696085
20,San Blas-Canillejas,203,Amposta,3393,2.62,1057,875,611,461,389,2021,40.42639957,-3.622608836
20,San Blas-Canillejas,204,Arcos,9076,2.72,2317,2370,1842,1640,907,2021,40.42062544,-3.617729735
20,San Blas-Canillejas,205,Rosas,11112,2.84,2083,2757,2633,2845,794,2021,40.4278625,-3.597513752
20,San Blas-Canillejas,206,Rejas,6825,2.51,2115,1734,1276,1181,519,2021,40.44501198,-3.578503664
20,San Blas-Canillejas,207,Canillejas,11039,2.62,2942,3277,2133,1593,1094,2021,40.4438735,-3.614945433
20,San Blas-Canillejas,208,El Salvador,4359,2.61,1109,1162,985,778,325,2021,40.44554578,-3.632380014
21,Barajas,211,Alameda de Osuna,7359,2.67,1613,2168,1553,1422,603,2021,40.45621134,-3.591402968
21,Barajas,212,Aeropuerto,704,2.72,191,175,151,106,81,2021,40.48041062,-3.557864731
21,Barajas,213,Casco Histórico de Barajas,3160,2.37,1016,942,608,361,233,2021,40.4751537,-3.578636314
21,Barajas,214,Timón,4933,2.7,1222,1165,1130,994,422,2021,40.47671694,-3.592465453
21,Barajas,215,Corralejos,2600,2.95,518,570,537,695,280,2021,40.46573908,-3.607084051
